,id,text,created_at,retweet_count,favorite_count,source,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location
3052,1132569662854590464,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:50:24,301,0,Twitter for Android,1060126091006754817,kirakira_taetae,싱그런 🌸연두🌸,2018-11-07 11:05:31,"튭계 / Only BTS / 비계, 악개, 겸덕 사절",333,331,
3053,1132569576619663361,RT @ninahi_official: [RT+팔로 이벤트] 통크게 쏩니다! 화끈하게 50명 당첨 이벤트!!😱 코팅 태양계 뱃지의 지구+외행성계 텀블벅 프로젝트가 열흘간 진행됩니다. 이젠 부식걱정없이 마음 놓고 달고 다녀요!🥰  후원하기- https:…,2019-05-26 08:50:03,558,0,Twitter for iPhone,929669364818763776,io_jupiter_19,이오🌿,2017-11-12 11:17:03,2018.08.01~ 이화여대 가고싶어서 만듦 🌈🦄 📚현재 고3 ☃️과학이 좋아서 이과 온 사람 ✨이화여대 정시 통합선발🌿,447,266,mixtape_2
3054,1132568971809513473,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:47:39,301,0,Twitter for Android,1109365626441617408,inlove413,inlove_4,2019-03-23 08:05:51,투표용 부계 @inlove_asanin,238,244,
3055,1132568804024700929,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC  

🍒천국…",2019-05-26 08:46:59,434,0,Twitter for Android,1119763122124775424,Se7vSwEo2xYAtpU,이예나,2019-04-21 00:41:47,,38,126,
3056,1132568087780134912,RT @ninahi_official: [RT+팔로 이벤트] 통크게 쏩니다! 화끈하게 50명 당첨 이벤트!!😱 코팅 태양계 뱃지의 지구+외행성계 텀블벅 프로젝트가 열흘간 진행됩니다. 이젠 부식걱정없이 마음 놓고 달고 다녀요!🥰  후원하기- https:…,2019-05-26 08:44:08,558,0,Twitter for Android,768309739792936960,jandy_0111,잔 디,2016-08-24 04:51:31,,11,572,대한민국
3057,1132567568902950912,RT @special1004: #심쿵이💕 이제 너무 유명해져버렸다 👍🏻산책가면 어!!나 알아!심쿵이!! 심쿵이다!!!☺️하지만  쿵이는 도도하게 자기길만 간다🐶 멍뭉이 친구들도 관심없다😱아빠만 좋아해🥰 https://t.co/EVkQMrAEHo,2019-05-26 08:42:05,2101,0,Twitter for Android,887425147,teuksafa1004,Teuksafa🌸`~,2012-10-17 19:29:42,"ī am øf the biggęšt fâñš øf { Super Junior } mÿ Øppá @special1004 Arab_ЄԼƑ_forever ❤‿❤
 ♪10 years in Love with LeeTeue
 لا إله إلا الله",324,1174,only of mine  @special1004
3058,1132567281739784192,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:40:56,301,0,Twitter for Android,154089013,ineedyoujinie,밀키웨이(By JIN),2010-06-10 10:05:38,"방탄소년단 노래로 캘리 쓰고 그림도 그려요 ✒📒👩‍🎨/ 
💜김석진은 神이다!💜석진앓이 심함",1198,252,월와핸섬
3059,1132567272386490374,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:40:54,301,0,Twitter for Android,750866891044945920,GoMahero,mahero613,2016-07-07 01:39:52,"삶은 살아지는게 아니라 살아 내는 것 'Tomorrow' 
by BTS",35,49,
3060,1132566948703637505,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:39:37,301,0,Twitter for Android,924583111148544001,jeron709,그냥지민,2017-10-29 10:26:06,,9,177,
3061,1132566140041826305,"RT @Euphorian0901: 🇲🇽
#MTVLAKPOPBTS
#MTVLAFANDOMBTSARMY
#MTVLAINSTAGLJUNGKOOK
#PremiosMTVMIAW(~6/23 2PM)

#BTSinBrazil_Day1

소오름..😱
The Kin…",2019-05-26 08:36:24,175,0,Twitter for iPhone,1120048670425014273,DisinyB,disiny_bts,2019-04-21 19:36:27,BTS 아포방포,7,95,
3062,1132565130938441728,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:32:23,301,0,Twitter for Android,995972712857128965,LeeSY134340,Mono.💜Persona,2018-05-14 10:22:53,,130,39,United States
3063,1132564887064858624,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC  

🍒천국…",2019-05-26 08:31:25,434,0,Twitter for Android,1118748030063104000,Ariana15473449,Ariana,2019-04-18 05:28:10,Hello :),44,253,
3064,1132564137983168512,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:28:27,301,0,Twitter for Android,1069188863959085056,mray1314,100red,2018-12-02 11:17:44,"Taiwanese Army🇹🇼🇹🇼






















BTS💜💜💜💜💜💜💜


















Suga😍😍💜




ARMYWithLuv🤘🤘🤘",283,384,Taiwan
3065,1132563985100812289,@sarrang07 일요일인데 무슨일이에여.. 😱😱,2019-05-26 08:27:50,0,0,Twitter for Android,975785331445317633,vitamin2u_Dooly,꼬둘💜,2018-03-19 17:25:27,"🎈충무아트홀 ㅡ 킹아더 _한지상, 이충주 / /🎈블루스퀘어 ㅡ 벤허 7월 30일~ _한지상❤️
🎈유니플렉스 1관 ㅡ 어나더 컨트리_ 이충주💜",19,82,대한민국
3066,1132563591872126976,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:26:16,301,0,Twitter for iPhone,1101862270018043904,NeverMi_Ran,NeverMind,2019-03-02 15:10:11,💚 🐨🐭🐹🐱🐿🐥🐯🐰💜,454,654,
3067,1132562959111077888,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:23:46,301,0,Twitter for Android,443700714,mylie2scool,나나,2011-12-22 13:00:33,,20,9,
3068,1132562452657295360,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:21:45,301,0,Twitter for Android,314046698,sappiro,블루문특급,2011-06-09 16:40:20,,121,113,
3069,1132562288378908677,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC  

🍒천국…",2019-05-26 08:21:06,434,0,Twitter for Android,932403293883482113,hahaha1589,hahaha1589,2017-11-20 00:20:43,봄길이고싶다,196,79,
3070,1132562229004365824,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:20:52,301,0,Twitter for Android,951712981452124160,RT1_PERSONA,RT요정1,2018-01-12 07:10:31,,41,11,
3071,1132561803509161985,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:19:10,301,0,Twitter for Android,967346103396872192,btsjra06130920y,💐,2018-02-24 10:30:58,,41,1102,
3072,1132561405188509702,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC  

🍒천국…",2019-05-26 08:17:35,434,0,Twitter for Android,1095174509299040258,bNs1FQjhrDLVAuZ,김미경,2019-02-12 04:15:25,,23,0,
3073,1132561233964519424,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:16:54,301,0,Twitter for Android,1113816006600712192,Eddythem6,Eddythem,2019-04-04 14:50:04,아미💜 선팔 맞팔!! 부탁드려요~!!,235,260,
3074,1132561136987934720,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:16:31,301,0,Twitter Web App,1004611700207697921,HiJk_twt,💜🤟🤟🤟 B T S 🤟🤟🤟💜,2018-06-07 06:31:08,I 💜@BTS_twt #Namjoon #Seokjin #Yoongi #Hoseok #Jimin #Taehyung #Jungkook fanboy #BTSARMY 💜💜💜,116,181,
3075,1132561014677839881,RT @ninahi_official: [RT+팔로 이벤트] 통크게 쏩니다! 화끈하게 50명 당첨 이벤트!!😱 코팅 태양계 뱃지의 지구+외행성계 텀블벅 프로젝트가 열흘간 진행됩니다. 이젠 부식걱정없이 마음 놓고 달고 다녀요!🥰  후원하기- https:…,2019-05-26 08:16:02,558,0,Twitter for Android,906164622083801088,chomchomhe,🍑촘촘🍑,2017-09-08 14:37:36,🏃‍♀️🏃‍♀️,1,12,
3076,1132560947116007424,"RT @mlkinobg: 키즈카페 들어온지 3시간 넘었는데 7세 어린이 집에 갈 생각이 없음.😱 그나마 키카에 작은시 자주 나와서 덜 지루함ㅋ

🇧🇷🇧🇷🇧🇷🇧🇷
#PremiosMTVMIAW 
#MTVBRKPOPBTS 
#MTVBRFANDOMBTSAR…",2019-05-26 08:15:46,1,0,Twitter for Android,1039731177521852416,milodysimbolon,¿¿¿,2018-09-12 04:23:24,ⓂⒺⓁⓄⒹⒾ ⓈⒾⓂⒷⓄⓁⓄⓃ,83,24,"North Sumatra, Indonesia"
3077,1132560921996406784,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:15:40,301,0,Twitter for iPad,1120531953545924608,jeonkth___,타나,2019-04-23 03:36:50,jk,116,167,home
3078,1132560921803382785,어휴.. 그거 좀 걸어댕겼다고 무릎이 다 아프네.. 진짜 체력 저질이다...😨,2019-05-26 08:15:40,0,0,Twitter for iPhone,1114761643135606784,kc_9158,비영🧚🏻‍♀️,2019-04-07 05:27:41,"2n|코스어I장르많음I판소(전독시,내스급,백망되,적왕사,공회주),달빛천사,새벽의연화, 히로아카, 지브리, 오란고교 등I고전위주I갠촬위주,가끔행사|보정주의!",185,214,대한민국 대전
3079,1132560800915189760,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:15:11,301,0,Twitter for Android,1111123599480377345,rWlDbTVXUEH3hou,방탄방탄방방탄,2019-03-28 04:31:24,"투표계는 투표계끼리 팔로해주세요👉 @rt09461701
예쁜_말🙆‍♀️미운말_놉🙅‍♀️

방탄 예쁜 것만 보고 예쁜 말만 해주는 계정💜",33,100,
3080,1132560776466616320,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:15:05,301,0,Twitter for iPhone,1127871235453382656,purpletaetaea,보라태형,2019-05-13 09:40:32,오직 방탄을 위한 곳☺️태형이 조금 더 애정💜but 올팬🤘툽 위주 사담 조금 초멘환영🐯선팔은 맞팔🍏🍎🔗,74,120,대한민국
3081,1132560598602997762,"키즈카페 들어온지 3시간 넘었는데 7세 어린이 집에 갈 생각이 없음.😱 그나마 키카에 작은시 자주 나와서 덜 지루함ㅋ

🇧🇷🇧🇷🇧🇷🇧🇷
#PremiosMTVMIAW 
#MTVBRKPOPBTS… https://t.co/JRNdYKCCsL",2019-05-26 08:14:23,1,0,Twitter for Android,1116191227160846337,mlkinobg,우리해,2019-04-11 04:08:21,"💜BTS💜올방탄💜OT7 
방탄과 나에게 이로운 덕질을 합니다.😍🥰",48,75,대한민국
3082,1132560584652673024,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:14:19,301,0,Twitter for Android,1106382222712397824,jknjk_91,싱그런 🌿연두🌿,2019-03-15 02:30:52,"튭계 / 비공계, 악개, 겸덕 사절 / Only BTS",491,451,
3083,1132560270117576712,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:13:05,301,0,Twitter for Android,1122331688862793730,nuridal_061,소나,2019-04-28 02:48:21,부계 @nuridal_0613,42,54,
3084,1132560129717522432,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 08:12:31,301,0,Twitter Web Client,953130764828160001,sappiro777_1,솔플러스,2018-01-16 05:04:17,,464,486,대한민국 서울
