,Unnamed: 0,labels_text,tweet
37,37,__label__1,"Daniel's footprints in the morning I watched the video conference twice yesterday and spent a day full of Daniel in the morning to see it more and more like it is the second niel is a signal I think it will be a meaningful addition day We are here Do not worry,"
38,38,__label__1,I want to see it soon
39,39,__label__1,I love my baby.
40,40,__label__1,"Not now, but thank you."
41,41,__label__1,I'm telling you that there's a person behind the character who is blaming the character for making a mistake.
42,42,__label__1,You can see the true value of the preview of the Hua Yu Jongcheng preview model.
43,43,__label__1,It's too hot.
44,44,__label__1,Even the moon is giving me the mess of confusion.
45,45,__label__1,I'm sorry I can not see your friends Hint.
46,46,__label__1,I'm really grateful to you. I think I can buy it on the date because I have a few problems.
47,47,__label__1,The warmth of the nose of the Panda dochim's family who greeted so much in one night comes to the corner.
48,48,__label__1,One more brother
49,49,__label__1,Report
50,50,__label__1,"Why go to overseas with Busan and why it is so much more beautiful, why is it more beautiful"
51,51,__label__1,"I do not know what to do if I have good hands on my brother's land. I'm like Infinite Brothers, but I do not know where I am. I know infinite brother in this world."
52,52,__label__1,"No, I'm not sorry. It's okay. It's okay."
53,53,__label__1,Thank you. Yemmon. I can pack the weather.
54,54,__label__1,Quickly
55,55,__label__1,"ㅜ ㅁ ㅁ ㅁ But still, please come now, it will not be good for your health"
56,56,__label__1,"Dear Optic, you are very kind."
57,57,__label__1,Dream Catcher Sura Have a nice weekend too cold
58,58,__label__1,A good-hearted man
59,59,__label__1,Let's have a good time.
60,60,__label__1,I want to see
61,61,__label__1,I'm going to bed now.
62,62,__label__1,Thank you. Good night.
63,63,__label__1,Langyang Pemenanbeye a standing bridge sad
64,64,__label__1,Japan has been cold. It is a cold rain outside. Please stay warm. I wish I had a wonderful dream tonight. Night.
65,65,__label__1,I want to see you.
66,66,__label__1,"Pooh ha ha, I've been tearing funny than the movie so far, but it's too funny to say haha ​​ㅋㅋㅋ"
67,67,__label__1,I'm fine. ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
68,68,__label__1,I'm so sick of it.
69,69,__label__1,"At this time, hamburger is delicious. Lotteria meat potato burger is too drunk to receive the won. ㅠ ㅠㅠ"
70,70,__label__1,Camera could not put all your eyelashes.
71,71,__label__1,Tomorrow is tomorrow because of the next work. Tomorrow is not even possible.
72,72,__label__1,Thank you very much for this part. Thank you so much for giving me good music. I love you.
73,73,__label__1,"Minumenu Minumu brother I'm resting well in the morning I went to the folks in the morning, but I did not want to go back ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ I have been there a long time, but do not hurt."
74,74,__label__1,Setodo Halang
75,75,__label__1,I will pick you up next weekend and finally come back and I'll meet you again when you come back.
76,76,__label__1,I do not want to go to bed immediately
77,77,__label__1,You can ask her name.
78,78,__label__1,The
79,79,__label__1,What are you doing in Joong Ho? It's hot today. I'm going to see a movie from now on.
80,80,__label__1,And this should be the real ruhan bing ㅇ ㅇ
81,81,__label__1,"At the end of the entrance to the victorious partner, gag instinct is adorable."
82,82,__label__1,Stylish extensions
83,83,__label__1,I am honored.
84,84,__label__1,LOL
85,85,__label__1,Yeouido fan signing masterpiece
86,86,__label__1,FontsPhotoPixingPhotoPicturesPhone FontsPicturePhonePicturesPhonePicturesPhonePicturesPhonePicturesPhonePicturesPhonePicturesPicturesPhonePicturesPhonePicturesPhonePickingCallPhonesPhonePhonesPhonePhonesPhonePhonesPhonePhone
87,87,__label__1,Tomorrow is a midsummer fantasia in the library of Myeongdong Station.
88,88,__label__1,"After I finished, I went home and watched twitter."
89,89,__label__1,"The temple is fine, but I am afraid of the ceremony."
90,90,__label__1,ㅠㅠ I am so happy that I have a brother who cares about me. ㅠ I want to thank you ㅠㅠ
91,91,__label__1,May I know who it is.
92,92,__label__1,I hope you can rest in a good place.
93,93,__label__1,Thank you for taking a good look at me. Thank you very much.
94,94,__label__1,I really want to make up my mind this time. ㅜ ㅜ It is just before the explosion of my face. I want to go to a little bit more beautiful in front of my brothers. It is not as easy as my heart.
95,95,__label__1,"I slept, so let me sleep."
96,96,__label__1,"I am envy but I do not go together during the motive, but there are two friends who became one with the exorcise,"
97,97,__label__1,It is a woman who is well-spoken.
98,98,__label__1,"The school does not do the heating, but Echipi also wants to be careful of his body health and live a happy surplus life. I will love him more."
99,99,__label__1,
100,100,__label__1,Love 햬
101,101,__label__1,good night
102,102,__label__1,"I wanted to touch the tattoo on my shoulder, but I wanted to give comfort and strength to Seung-hyun."
103,103,__label__1,"No, do not take off your child anymore."
104,104,__label__1,It's so cute than pictures. ㅠ ㅠ ㅠ ㅠ Shiny little brother is going to give up the youngest legs ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
105,105,__label__1,"Wait a second. I'm looking forward to a dizzy, full-body cut. Thank you. Thank you."
106,106,__label__1,Cheongnyangri fan signing RUNA ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅜ?
107,107,__label__1,"I did not do much this season, but the rain is pushing for spring."
108,108,__label__1,ratio
109,109,__label__1,Deodorant
110,110,__label__1,Do not cry
111,111,__label__1,"When I collected the pictures, I found some pictures of my hands."
112,112,__label__1,"I'm afraid that Jang Jae-bin is not doing so much trouble, but I guess I'm nervous because I want to feed him. I think he's like a baby with his forehead stuck on his back. I'm bothering him with his pussy, so it would be better if he stayed for a while. I'm not sick."
113,113,__label__1,Hull can not eat delicious food
114,114,__label__1,Congratulations on your cheerful arms ㅠㅠ ㅠㅠㅠ
115,115,__label__1,My birthday is passing by and I want to pass by special day quickly. Thank you. I love you. I really want to be scared.
116,116,__label__1,Brother I love you
117,117,__label__1,I do not know what to do.
118,118,__label__1,"The orchid with a hornet is really funny, Ateukee pu ㅠ ㅠ I am about five years old, smiling at the amusement park,"
119,119,__label__1,"I have been suffering from a bad nightmare these days, and I have been suffering from stress and house problems. I have continued to have a headache."
120,120,__label__1,I want to see the deterioration of survival report today
121,121,__label__1,I really do not want to.
122,122,__label__1,The angry painter premiere The rough but romantic driver Myeong-won properly Tongnan Myeong-myeon Yu-joo Yoo Jun-sang Two wonderful actors'
123,123,__label__1,Let me tell you it's not my name.
124,124,__label__1,"If it is not a stone pavilion, I'm going to hand it to you."
125,125,__label__1,"Sponge is Sparc Bonds. Bones seems to be a little bit freaky, but there is a part of it that is fascinating. I have a recollection of it. I think it would be fun to be involved with Sparc. If I can afford it, it would be nice to see a little bit. If you get a chance later"
126,126,__label__1,Shin Woo-kun. I saw one. There was a girl. Of course I did.
127,127,__label__1,I do not lose sight of the great expectations.
128,128,__label__1,"Now, thanks to Han Bin, I am Han Bin, and I have a drink of Hadamassi with tons. When I drink with adults, I come out of my mouth constantly. My friend knows that I am drunk."
129,129,__label__1,"Thank you very much, but the team members are only going to work if they are inevitable. I have a lot of tiredness and hard times, but I think I have to endure for a while. Thank you for your deep affection."
130,130,__label__1,I'm sorry. I'm Arch Archer today.
131,131,__label__1,It's more fervent because the real folk are stamped on it.
132,132,__label__1,I'm coming to greet you at the end of the junior period.
133,133,__label__1,"This time, please let me have a ballad. My ballad. I'm really good at it. I love ballad to Ichinose Tokiya."
134,134,__label__1,Ai Ipo
135,135,__label__1,PADDAM PADAM waiting for a few years is finally ending tomorrow The life of Yang Kanggil is so terrible I appreciate you for not giving me the warmest warmth I have ever met in the world.
136,136,__label__1,Sorry
137,137,__label__1,"Shochan-japan Russia has many troubles in the way of lolly lolly,"
138,138,__label__1,I hope you will protect your eye health.
139,139,__label__1,I'm going to go hurried.
140,140,__label__1,ㅜ ㅜ I think black horses play is very good.
141,141,__label__1,Marger
142,142,__label__1,Sweaty
143,143,__label__1,I have a lot of old age.
144,144,__label__1,"I used to make baby clothes before, but nowadays I give up."
145,145,__label__1,I want to see my brothers so much. ㅠㅠ ㅠㅠ Singapore Baruna
146,146,__label__1,cute
147,147,__label__1,"Today, two force mock-ups"
148,148,__label__1,I do not want to broadcast it. I do not broadcast it. I do not broadcast it. I do not broadcast it. What is the picture under the unknown orange light? It is recalibrated by the hand phone.
149,149,__label__1,ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠㅠ
150,150,__label__1,Huayu School TKK
151,151,__label__1,Departure Red Velvet Irene Preview
152,152,__label__1,Lotte Hotel Fan Meeting Yoo ㅠ ㅠ ㅠ It seems like a long time since I have gone out of the way.
153,153,__label__1,Let's play baseball.
154,154,__label__1,Let's throw it away now.
155,155,__label__1,Thank you.
156,156,__label__1,"If you really want to do it, I'd like to get involved in a part of it."
157,157,__label__1,Source of beauty
158,158,__label__1,Incheon fan signing ceremony
159,159,__label__1,"I do not want to tell you to work hard on Gunu, but I am sorry to have to cheer you on."
160,160,__label__1,"Weekends go all the way too fast This season,"
161,161,__label__1,"Oh, it's okay, but it's okay, but my buttocks are going to die. ㅠㅠ ㅠ I had no choice but to have a scholar at the time of shimmy and fairy suits."
162,162,__label__1,Thank you
163,163,__label__1,"Yes, I was happy all the time yesterday from seeing your paper. I'm happy all the time."
164,164,__label__1,Why do not you always check your mentor after you tweet your brother?
165,165,__label__1,Me too
166,166,__label__1,I hate studying.
167,167,__label__1,"Good job. Good job, Goma Wong."
168,168,__label__1,"I put the first name in a hurry first, but there is a doll of the same name, so I change the name of the dolls with the rabbit bear."
169,169,__label__1,"The true item that has been going on for decades is the black shirt, but he wants to kill me."
170,170,__label__1,I'm so glad I did it.
171,171,__label__1,I am going to eat tomorrow. I have sent one of the casual keel sauce and soy sauce to my father 's house. I will go to the restaurant on weekends.
172,172,__label__1,I am very happy because my sister is so chewy. I have already arrived. I am going to take a look at the test on Thursday.
173,173,__label__1,I do not know how to do it.
174,174,__label__1,My brother is really the best one who is singing. Thank you so much for today. ㅠ I want to see you soon. I will go to Korea hard after the end of the term examination.
175,175,__label__1,It's okay. It's a working day.
176,176,__label__1,I am glad to hear that you are very happy to have delicious food. Thank you for mentoring me.
177,177,__label__1,I love you beautiful
178,178,__label__1,Chanyeol
179,179,__label__1,I can not be really good at it.
180,180,__label__1,"Sungmin brother is okay, it hurts a lot. ㅠ I had a lot of hard work with my brother. ㅠㅠ But you know we'll always cheer on your brother."
181,181,__label__1,"Do not cry, do not cry. I've been working two days today."
182,182,__label__1,"I love you, you are beautiful"
183,183,__label__1,"I want to see you, I love you already"
184,184,__label__1,"Whenever I see people related videos, I am really funny and I am really funny. ㅋ ㅋ ㅠㅠㅠ"
185,185,__label__1,My bike was stolen. I can not go back.
186,186,__label__1,I'm looking for something to fly next to my nose PU ㅠ ㅠ ㅠ ㅠ It hurts I really hate it
187,187,__label__1,Gwanganri Tommy Quilt cover tightly Take care of cold
188,188,__label__1,I will not do it in the hall.
189,189,__label__1,I am sorry that I am sorry for the first time in the face of gwangmyeong ㅠ ㅠㅠㅠ I have been hit by the picture ㅠㅠㅠ ㅠㅠㅠ I like the atmosphere or picture or everything I will follow carefully I appreciate good work
190,190,__label__1,I did a lot of magic exercises today. I did a lot of work. I can not seem to expect from tomorrow. I am very much looking forward to Valentine's Day events.
191,191,__label__1,Hide your identity. It's a foul.
192,192,__label__1,"I told him a few months ago. Now,"
193,193,__label__1,"Hibiki-sama, you can not rent"
194,194,__label__1,I do not have a spokesperson for the otaku or a Valentine's girlfriend but three damn boys are coming to the coffee house and are chatting with me.
195,195,__label__1,Aha
196,196,__label__1,"Tomorrow, too, he is sick."
197,197,__label__1,"Good morning, Dan. I'm still asleep. I'm going to bed. Come on. I want to see you."
198,198,__label__1,My sister eventually left my job. Good job ㅠㅠ ㅠㅠ ㅠ
199,199,__label__1,ㅠ
200,200,__label__1,I want to see you.
201,201,__label__1,My black ink ㅜ ㅜ ㅜ
202,202,__label__1,"I'm sorry, I'm sorry, I'm sorry, I'm sick. ㅠㅠ ㅠㅠㅠ ㅠㅠ"
203,203,__label__1,Kultu Sho Woong Yoo V ear I'm good today
204,204,__label__1,"Oh, I'm so sad to eat instead."
205,205,__label__1,Looks like there was a final photo.
206,206,__label__1,I want to see you
207,207,__label__1,I really miss you
208,208,__label__1,I was saddened by the real Claudia Granny.
209,209,__label__1,"I tried to do it a little,"
210,210,__label__1,It's shaking.
211,211,__label__1,I had diarrhea again.
212,212,__label__1,"Oh boys, it's hard for you."
213,213,__label__1,"I'm sorry to hear that you are not a fan of China, but I was very sad to ask you to know the fact. I think you are very well organized. I hope many people read this article."
214,214,__label__1,I just finished cleaning the floor all day long.
215,215,__label__1,Cheongryangri fan signing
216,216,__label__1,Thank you. Thank you very much for your kind attention.
217,217,__label__1,I ate something for lunch. I ate something for lunch. I did not eat it. I did not eat it. I did not eat it. I did not eat breakfast. I did not eat breakfast in the morning.
218,218,__label__1,Gosh
219,219,__label__1,"I do not know why lately, but I can not sleep until morning, no matter how sleepy. Why is Rafael not sleeping?"
220,220,__label__1,I'm older but I think I've known my brother long enough to congratulate him.
221,221,__label__1,So I'm thinking that I will not go on Twitter until my life is stabilized. ㅠㅠ It's just that there's someone who thinks so. Thanks.
222,222,__label__1,I'll call you when I make it.
223,223,__label__1,"I am harder and harder than money, just in a moment haha"
224,224,__label__1,I'll kill you. I'll kill you.
225,225,__label__1,I am so sad because I have a good hair and my hair is so good.
226,226,__label__1,Baa-Chun-sang-gang-bang-tan-ryeong-gyeongbuk-do
227,227,__label__1,I can not see it now
228,228,__label__1,I'm tired of eating fish. I'm going to sleep now. I'll do my best from tomorrow.
229,229,__label__1,"Well, when I'm done, you're starting."
230,230,__label__1,I will increase my volume
231,231,__label__1,I'm not sure what to do.
232,232,__label__1,I am waiting for the device ㅡ Come to the evil ㅠ ㅠ ㅠ ㅠ ㅜ ㅜ ㅜ ㅡ ㅢ ㅜ ㅜ ㅜ ㅜ ㅢ ㅜ ㅜ ㅜ 껻 껻 세요 세요 세요 윽 윽 윽 윽 윽 윽 윽 ㅡ ㅡ ㅡ ㅡ ㅡ
233,233,__label__1,I do not know much about it because it's late. It's Mugle level.
234,234,__label__1,I really do not know what to do.
235,235,__label__1,"Eve, please do not look at it."
236,236,__label__1,That's right.
237,237,__label__1,"I'm really teary-eyed, I'm the first high-definition, but I'm the best in the first place and the most influential in the site."
238,238,__label__1,"You are so handsome, cute, and sexy today. I feel good when you sing what you call me. And I think I want to sing along with you. I've heard the song, and there is a big movie about my brother. I'm fighting tomorrow too."
239,239,__label__1,Thank you for your sister Yong Yoon I want to see you ㅜ ㅜ
240,240,__label__1,Today is the end of the last day of Nam Jong Jung
241,241,__label__1,"If you want to see more characters,"
242,242,__label__1,This atmosphere is so crowded and so gorgeous.
243,243,__label__1,"Senator Seoul Mayor Why would it be? Even if you foolishly like that in the information age, I do not think I have fallen to the terrorist operation of the Uhmers. I wonder what happens if a war happens with this nationality."
244,244,__label__1,I am so cute and so cute ㅠ ㅠ Japan 100% Pan - iri
245,245,__label__1,I can not sleep at three o'clock in the morning.
246,246,__label__1,I am so cute and I am so pretty and I feel like it. I am so cute when I was really cute. I was so cute but I do not want to continue. ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ
247,247,__label__1,"This is the middle of the baba. The body is the reverse omnipotence. The legs are getting thinner and thinner. I feel shocked every time I poke into the phone. Oh,"
248,248,__label__1,I can not cry because I am happy tears because I want to cry as much as I want.
249,249,__label__1,Oh ㅠ I'm a little bit sleepy and I'm less tired. Why are you sleeping here?
250,250,__label__1,I'm really blah blah blah blah blah blah.
251,251,__label__1,I am not happy now
252,252,__label__1,I'm too tired this week.
253,253,__label__1,I forgot to pay.
254,254,__label__1,"Do not just boast, send me a sword as a gift. I do not get tickets for melons."
255,255,__label__1,brother
256,256,__label__1,That's it.
257,257,__label__1,I love you
258,258,__label__1,Bulletproof boys fucking blah blah blah blah
259,259,__label__1,"Come on, sister."
260,260,__label__1,"Your company, Pasha."
261,261,__label__1,Please come back.
262,262,__label__1,ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ When I'm in the mood for anime
263,263,__label__1,I keep seeing the Blake Classic. This bottle is not fixed.
264,264,__label__1,What are you doing?
265,265,__label__1,Back Attitude Highest
266,266,__label__1,Your face that comes to you
267,267,__label__1,I have a voice.
268,268,__label__1,"My brother, I can not go today, I'm sorry, I'm going to die, but I will go to Noba as soon as possible."
269,269,__label__1,I'm going to ask for it. ㅎㅎ I think it would be appreciated if you give me tweets again. I want to see you and tomorrow is tomorrow.
270,270,__label__1,"I do not even speak English in the first place. If you do not have any problems in the Excel book, you have to do something."
271,271,__label__1,Intense Lebanon Nationwide Party
272,272,__label__1,"I do not mention it every time, but I watch it every time I make a tweet on the production process. It seems that it seems too hard. It is ok to make it slowly. It is okay if you do not overdo it too much. I hope."
273,273,__label__1,The money that comes into Tamla is worth the money. Alti. I did not come in. I still do Alti.
274,274,__label__1,Horse
275,275,__label__1,Incheon Fan Signing Association
276,276,__label__1,"Choi, Hwa-jung's power-time work,"
277,277,__label__1,That man's emotional tears
278,278,__label__1,I want to see.
279,279,__label__1,I love Kim Bum-ah
280,280,__label__1,Head of today
281,281,__label__1,My brother Mote deshita Ota-shi Igaranayabu Ai tai Fighting
282,282,__label__1,I'm glad I did not have a Sixth Anniversary.
283,283,__label__1,"I have to go, but I do not have time."
284,284,__label__1,"Kim, Han-gil, get out of the house"
285,285,__label__1,ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ This is why
286,286,__label__1,My wish swab
287,287,__label__1,"Oh, right, if you block, you will not be able to see your opponent. I will block you. ㅠ ㅜ ㅜ ㅜ ㅜ"
288,288,__label__1,I'm nervous and I can not sleep.
289,289,__label__1,How the weather in Seoul
290,290,__label__1,It is a power material today with the current key. I have a reading in the evening.
291,291,__label__1,Looks like there's a place for a shower.
292,292,__label__1,"Mark, you're always good."
293,293,__label__1,"I'm sorry, I'm sorry. Delete the hacking buds."
294,294,__label__1,I love you. Thank you very much.
295,295,__label__1,Sorry for not helping you.
296,296,__label__1,Shoemaker's fan signing work hard water shoe straps also tie Yoke-yoke
297,297,__label__1,AstroMn and Grit I am so curious how to relieve your stress and want to be invited
298,298,__label__1,Busan Asian Song Festival opening ceremony and shadows become works of art Ji Hoon is a great artist ㅠ ㅠ ㅠ ㅠ Ji Ji Park Ji Hoon
299,299,__label__1,It's quite a minor.
300,0,__label__1,I was surprised and surprised. ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
301,1,__label__1,"I am now a few years old, but I am still a big girl,"
302,2,__label__1,"It's cold, the wind is cold and far away, and the Han River is cold."
303,3,__label__1,Bettingkog
304,4,__label__1,Sleeping chill
305,5,__label__1,Dara Sister Spring Sister
306,6,__label__1,I would like to shake your passion for five hundred yuan
307,7,__label__1,Nieel is my brother.
308,8,__label__1,I'm assaulting my heart.
309,9,__label__1,"I had to recover quickly, but it was hard to play yesterday."
310,10,__label__1,Really. Now I can call you brother.
311,11,__label__1,Jang Jae-yeol Jung Jun-hyung I am so very good that you have a trauma to your parents
312,12,__label__1,I am so beautiful from morning
313,13,__label__1,I can not sleep well because I like you so much. I want to see you
314,14,__label__1,Yoo-ji is refreshing among them.
315,15,__label__1,"Ji Hoon Good morning, thank you for taking a picture Ji Hoon is just having the same time as Ji Hoon I feel happy just by seeing Ji Hoon's smiling face, but I miss seeing you because I want to meet today I want to meet"
316,16,__label__1,Fan Event Winner Fan Meeting
317,17,__label__1,It is possible to describe the orphan cadle with various emoji. Rinasia Obama is the idiot. The idiot is the idiot. The sheer idiot is the idiot Pasha Theodore the idiot Swan.
318,18,__label__1,"Uh, Jimin Ah"
319,19,__label__1,I am envy.
320,20,__label__1,Invincible victory Lotte fan meeting victory long time ㅜ ㅜ Rapidly healthy
321,21,__label__1,Elena Kinseth tears every time she watches
322,22,__label__1,We are always with you. Let's see for a long time. Let's go for a long time and we will celebrate our anniversary. ㅠㅠ Never Ending Please Always Infinite Forever
323,23,__label__1,I was sick a lot. Now I'm fine.
324,24,__label__1,My blood sweat tears My cold breath
325,25,__label__1,"Lotte Hotel Fan Meeting After the return to work,"
326,26,__label__1,I Love
327,27,__label__1,"Again, it looks like a beautiful thing."
328,28,__label__1,It is warm until the morning.
329,29,__label__1,I do not eat spicy.
330,30,__label__1,Let's get up the day that we last sent to you.
331,31,__label__1,My favorite part
332,32,__label__1,I tried to send a note to a friend and I reported it by mistake. Can not you cancel this?
333,33,__label__1,"Me too, it was the end. If you vote in the popular vote,"
334,34,__label__1,Today is the end of the last day of Nam Jong Jung
335,35,__label__1,It's time for the authentication shot.
336,36,__label__1,I am so happy that I've been through all of the traces of the building in the building. I am really happy with the world. ㅠ ㅠㅠㅠ ㅠㅠㅠ
337,37,__label__1,I guess it's been a long time.
338,38,__label__1,Tell me.
339,39,__label__1,Incheon outgoing charismatic explosion
340,40,__label__1,Fritz
341,41,__label__1,"Oh, thank you. It's the kind of weather that forces you to have a private time. The boys are just a cool wind and a good memory to perform. It's a memory."
342,42,__label__1,Oh my gosh
343,43,__label__1,I did not know this was gonna happen this year.
344,44,__label__1,Chan Hee Oh
345,45,__label__1,"I do not wanna see your friend doing mind-reading, but you do not want to put the burden on him. That's what he's doing. He's a lucky teacher as well as a friend. There was a time when the title was a little burdensome."
346,46,__label__1,"I was called a salesperson, but oddly enough, Osomatsu continues to fail."
347,47,__label__1,"Yongsan Pansa It was fun, but it is a fool to fix the sickness. Please do not get excited when you are really up. Please excuse me because I am excited. ㅠ I will turn the time really real. Please stop talking to me in front of my brother."
348,48,__label__1,"I'm sorry Chung,"
349,49,__label__1,"Oh, she's so cute."
350,50,__label__1,"So I'll give you my time, I'll do it to the night. Who did it?"
351,51,__label__1,Brigitte Randefain Good
352,52,__label__1,"There were no such buildings in the past, but the years seem to have changed a lot."
353,53,__label__1,I always want to see you every time I go to the real thing every day.
354,54,__label__1,I am sure you will be able to get rid of the battery and charge your battery.
355,55,__label__1,Have a safe trip
356,56,__label__1,"It is the start of a week, but I am too busy."
357,57,__label__1,"I love you, Suvin. I always love you, Zelzel."
358,58,__label__1,Brother I can say something funny to you I am a very short sister a little long day I am more irritating and amusing Something length is some
359,59,__label__1,I know you're stupid but I did it for you Because I love you only
360,60,__label__1,"I do not know why you are here, but I do not know what to do."
361,61,__label__1,Exorcise first real Congratulations really today I was so beautiful today I love you forever with exo
362,62,__label__1,I do not think I can talk to you. I thought I was comfortable. It got more awkward.
363,63,__label__1,Modern Farmer
364,64,__label__1,I have to say that I should have done it often.
365,65,__label__1,"The weather was not clear in the morning, and I arrived at the company early, and I drank a coffee bean tiratta again. Coffee, tea latte, but also tea again. Coffee, milk and lunch as well."
366,66,__label__1,Today is the end of the last day of Nam Jong Jung
367,67,__label__1,It's still okay.
368,68,__label__1,It's called a shareholder's job.
369,69,__label__1,What a lot of it is a lot
370,70,__label__1,Day Fandom School Day of the Week
371,71,__label__1,"Produced before SOMMY MNET Good, but I'm sick and woolly SOMY I'm so pretty WILD"
372,72,__label__1,I am so happy with my brother and beer advertisement.
373,73,__label__1,Cycloan canals
374,74,__label__1,Starting work today
375,75,__label__1,Thank you very much for your patience. Thank you very much for your continued patience.
376,76,__label__1,I'm ready for a new album. ㅠㅠ I'm happy with both my heart and my worries. Do not be hasty. I hope you are ready to laugh. Do not forget you're always next to me.
377,77,__label__1,ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
378,78,__label__1,It is so beautiful.
379,79,__label__1,Come on.
380,80,__label__1,It's strange to me.
381,81,__label__1,Cheongnyangni fan signing ceremony
382,82,__label__1,I've done a good job for my Panda days in Korea. Time has gone too fast.
383,83,__label__1,I'm a little easier to see.
384,84,__label__1,A person who started school last Monday
385,85,__label__1,"I do not know what to do, but I do not think there's anything to be gained. I do not know anything about it. I do not know anything about it."
386,86,__label__1,"I have to preoccupy the U-subway station,"
387,87,__label__1,I think I have a problem moving this month.
388,88,__label__1,I am going to do it later.
389,89,__label__1,It was not that bad.
390,90,__label__1,I slept until breakfast time.
391,91,__label__1,Goji's mother's best
392,92,__label__1,Kao Yu is always handsome.
393,93,__label__1,Osubin
394,94,__label__1,Today is the end of the last day of Nam Jong Jung
395,95,__label__1,I always thank you and love you
